ModelFullName,WTC,WTG,Designator,ManufacturerCode,AircraftDescription,EngineCount,EngineType
Moni,L,G,MONI,MONNETT,LandPlane,1,Piston
90,L,G,MC90,MONOCOUPE,LandPlane,1,Piston
MC-01,L,G,MC01,MONTAER,LandPlane,1,Piston
Coyote,L,G,MCOY,MONTANA,LandPlane,1,Piston
2180 Spirit,L,G,MON2,MONTANAIR,LandPlane,1,Piston
M-18 Wee Scotsman,L,G,MITE,MOONEY,LandPlane,1,Piston
M-20TN Acclaim,L,G,M20T,MOONEY,LandPlane,1,Piston
M-22 Mustang,L,G,M22,MOONEY,LandPlane,1,Piston
MoS-30,L,G,MSAI,MORANE-SAULNIER,LandPlane,1,Piston
MS-230,L,G,MS23,MORANE-SAULNIER,LandPlane,1,Piston
MS-317,L,G,MS31,MORANE-SAULNIER,LandPlane,1,Piston
MS-733 Alcyon,L,G,MS73,MORANE-SAULNIER,LandPlane,1,Piston
Rallye 235,L,G,RALL,SOCATA,LandPlane,1,Piston
Z-242,L,G,Z42,ZLIN,LandPlane,1,Piston
Z-143,L,G,Z43,ZLIN,LandPlane,1,Piston
Z-137 Agro Turbo,L,G,Z37T,MORAVAN,LandPlane,1,Turboprop/Turboshaft
Z-726 Universal,L,G,Z26,ZLIN,LandPlane,1,Piston
Z-22 Junak,L,G,Z22,ZLIN,LandPlane,1,Piston
Z-50,L,G,Z50,ZLIN,LandPlane,1,Piston
Z-400 Rhino,L,G,SM92,ZLIN,LandPlane,1,Piston
OM-1 Bravo,L,G,OM1,MORRISEY,LandPlane,1,Piston
Prowler,L,G,PROW,PROWLER,LandPlane,1,Piston
M-1 Sokol,L,G,SOKL,MRAZ,LandPlane,1,Piston
Votec 322,L,G,V322,MSW,LandPlane,1,Piston
Votec 351,L,G,V351,MSW,LandPlane,1,Piston
Votec 221,L,G,V221,MSW,LandPlane,1,Piston
Votec 252,L,G,V252,MSW,LandPlane,1,Piston
Votec 452,L,G,V452,MSW,LandPlane,1,Turboprop/Turboshaft
CAP-21,L,G,CP21,MUDRY,LandPlane,1,Piston
Elite,L,G,RBEL,MURPHY,LandPlane,1,Piston
Renegade,L,G,RENE,MURPHY,LandPlane,1,Piston
SR-2500 Super Rebel,L,G,MR25,MURPHY,LandPlane,1,Piston
SR-3500 Super Rebel,L,G,MR35,MURPHY,LandPlane,1,Piston
SR-3500 T-Moose,L,G,MR3T,MURPHY,LandPlane,1,Turboprop/Turboshaft
Yukon,L,G,YUKN,MURPHY,LandPlane,1,Piston
Radical,L,G,RCAL,MURPHY,LandPlane,1,Piston
T-500,L,G,MVN1,MVEN,LandPlane,1,Piston
MX-2,L,G,MX2,MXR,LandPlane,1,Piston
MXS,L,G,MXS,MXR,LandPlane,1,Piston
M-4,H,C,MYA4,MYASISHCHEV,LandPlane,4,Jet
M-17 Stratosfera,M,D,M17,MYASISHCHEV,LandPlane,1,Jet
M-55 Geophysica,M,D,M55,MYASISHCHEV,LandPlane,2,Jet
M-101 Sokol,L,G,M101,MYASISHCHEV,LandPlane,1,Turboprop/Turboshaft
MY-102 Tornado,L,G,MY12,MYLIUS,LandPlane,1,Piston
MY-103 Mistral,L,G,MY13,MYLIUS,LandPlane,1,Piston
MS-1,L,G,MS1,MYSKY,LandPlane,1,Piston
FT-300,L,G,FT30,NANJING UNIVERSITY,LandPlane,1,Piston
Hansa,L,G,HANS,TANEJA,LandPlane,1,Piston
NM-5,L,G,NM5,NAL,LandPlane,1,Piston
Yak-18U,L,G,YK18,YAKOVLEV,LandPlane,1,Piston
AC-500 Aircar,L,G,AC5A,NANJING,LandPlane,1,Piston
FN-333 Riviera,L,G,FN33,SIAI-MARCHETTI,Amphibian,1,Piston
Lysander,L,G,LYSA,WESTLAND,LandPlane,1,Piston
N3N,L,G,N3N,NAVAL AIRCRAFT FACTORY,LandPlane,1,Piston
Rangemaster,L,G,RANG,NAVION,LandPlane,1,Piston
NDN-1T Turbo Firecracker,L,G,ND1T,NDN,LandPlane,1,Turboprop/Turboshaft
CAP-4 Paulistinha,L,G,PAUL,PAULISTA,LandPlane,1,Piston
N-592 Regente,L,G,RGNT,NEIVA,LandPlane,1,Piston
T-25 Universal,L,G,UNIV,NEIVA,LandPlane,1,Piston
Comanchero 500,L,G,PAT4,SCHAFER,LandPlane,2,Turboprop/Turboshaft
NXT,L,G,NXT,NEMESIS,LandPlane,1,Piston
Sportsman 2+2,L,G,GLSP,NEW GLASTAR,LandPlane,1,Piston
D-25,L,G,D25,NEW STANDARD,LandPlane,1,Piston
Cresco,L,G,CRES,PACIFIC AEROSPACE,LandPlane,1,Turboprop/Turboshaft
Explorer,L,G,NFEX,NF-AIRCRAFT,LandPlane,1,Turboprop/Turboshaft
Hkp 14,M,G,NH90,PATRIA,Helicopter,2,Turboprop/Turboshaft
HN-700 Menestrel 2,L,G,HN70,NICOLLIER,LandPlane,1,Piston
28 Replica,L,G,NI28,NIEUPORT,LandPlane,1,Piston
1102 Ramier 2,L,G,N110,NORD,LandPlane,1,Piston
1204 Norecrin,L,G,N120,NORD,LandPlane,1,Piston
2501 Noratlas,M,D,NORA,NORDFLUG,LandPlane,2,Piston
3202,L,G,N320,NORD,LandPlane,1,Piston
3400,L,G,N340,NORD,LandPlane,1,Piston
NC-858,L,G,NC85,NORD,LandPlane,1,Piston
Nordic 7,L,G,NDIC,NORMAN,LandPlane,1,Piston
Nordic 8 Mini Explorer,L,G,MNEX,NORMAN,LandPlane,1,Piston
Aerocruiser,L,G,NDAC,NORMAND DUBE,LandPlane,1,Piston
Aerocruiser Turbo 450,L,G,NDAT,NORMAND DUBE,LandPlane,1,Piston
TB-25 Mitchell,M,F,B25,NORTH AMERICAN,LandPlane,2,Piston
NJ Yale,L,G,YALE,NORTH AMERICAN,LandPlane,1,Piston
NA-265 Sabre 65,M,G,SBR1,ROCKWELL,LandPlane,2,Jet
P-82 Twin Mustang,M,G,P82,NORTH AMERICAN,LandPlane,2,Piston
F-100 Super Sabre,M,G,SSAB,NORTH AMERICAN,LandPlane,1,Jet
Navion,L,G,NAVI,TUSCO,LandPlane,1,Piston
OV-10 Bronco,L,G,V10,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
T-2 Buckeye,L,G,T2,ROCKWELL,LandPlane,2,Jet
100 Lark Commander,L,G,LARK,NORTH AMERICAN ROCKWELL,LandPlane,1,Piston
NA-265 Sabre 80,M,G,SBR2,ROCKWELL,LandPlane,2,Jet
T-38 Talon,L,G,T38,NORTHROP,LandPlane,2,Jet
B-2 Spirit,H,C,B2,NORTHROP GRUMMAN,LandPlane,4,Jet
P-61 Black Widow,M,G,P61,NORTHROP,LandPlane,2,Piston
EQ-4 Global Hawk,M,Z,Q4,NORTHROP GRUMMAN,LandPlane,1,Jet
X-47B,M,Z,X47B,NORTHROP GRUMMAN,LandPlane,1,Jet
H-03 Firebird,L,G,FRBD,NORTHROP GRUMMAN,LandPlane,1,Piston
B-21 Raider,M,Z,B21,NORTHROP GRUMMAN,LandPlane,2,Jet
N-3 Super Pup,L,G,N3,NOSTALGAIR,LandPlane,1,Piston
N-250,M,E,N250,NUSANTARA,LandPlane,2,Turboprop/Turboshaft
M-20 Venture,L,G,VTUR,QUESTAIR,LandPlane,1,Piston
T-10,L,G,NT10,NUWACO,LandPlane,1,Piston
JOB-15,L,G,JB15,OBERLERCHNER,LandPlane,1,Piston
Skycar,L,G,SKYC,OMA SUD,LandPlane,2,Piston
Laser 300,L,G,OMLA,OMAC,LandPlane,1,Turboprop/Turboshaft
SA-160 Symphony,L,G,SYMP,SYMPHONY,LandPlane,1,Piston
10,L,G,OR10,ORION,Amphibian,1,Piston
SK-12,L,G,OR12,ORION,Amphibian,2,Piston
L-40 Meta Sokol,L,G,L40,ORLIČAN (1),LandPlane,1,Piston
MAI-411,L,G,A411,OSKBES-MAI,LandPlane,2,Piston
MAI-205,L,G,A205,OSKBES-MAI,Gyrocopter,1,Piston
MAI-223 Kityonok,L,G,A223,OSKBES-MAI,LandPlane,1,Piston
GP-3 Osprey 2,L,G,GP3,PEREIRA,Amphibian,1,Piston
GP-4,L,G,GP4,PEREIRA,LandPlane,1,Piston
Celera 500L,L,G,CEL5,OTTO,LandPlane,1,Piston
PulsR,L,G,PULR,P&M AVIATION,LandPlane,1,Piston
HypR,L,G,HYPR,P&M AVIATION,LandPlane,1,Piston
P-750 XStol,L,G,P750,PACIFIC AEROSPACE,LandPlane,1,Turboprop/Turboshaft
Tradewind,L,G,TRWN,PACIFIC AIRMOTIVE,LandPlane,2,Piston
S-211,L,G,S211,SINGAPORE,LandPlane,1,Jet
T-17 Supporter,L,G,MF17,SAAB,LandPlane,1,Piston
S-330,L,G,ST30,WINGTIP TO WINGTIP,LandPlane,1,Piston
Thunder Mustang,L,G,TMUS,PAPA 51,LandPlane,1,Piston
P-2,L,G,PAR1,PARADISE,LandPlane,1,Piston
P-4,L,G,PAR4,PARADISE,LandPlane,1,Piston
Cabinaire,L,G,CABN,PARAMOUNT ,LandPlane,1,Piston
Saba,L,G,SABA,PARAVAR PARS,LandPlane,1,Piston
Teenie Two,L,G,TTWO,PARKER,LandPlane,1,Piston
Elf,L,G,ELF,PARNALL,LandPlane,1,Piston
Dart,L,G,DART,PARRISH,LandPlane,1,Piston
S-45 Mystere,L,G,S45,PARTENAIR,LandPlane,1,Piston
AP-68TP-300 Spartacus,L,G,P68T,PARTENAVIA,LandPlane,2,Turboprop/Turboshaft
AP-68TP-601 Marlin,L,G,VTOR,VULCANAIR,LandPlane,2,Turboprop/Turboshaft
P-57 Fachiro 2,L,G,P57,PARTENAVIA,LandPlane,1,Piston
P-68 VR,L,G,P68,VULCANAIR,LandPlane,2,Piston
Chief,L,G,CHIF,PAWNEE,Helicopter,1,Piston
Viper,L,G,VIPR,PAXMAN'S,LandPlane,1,Piston
Sunday Knight Twister,L,G,KNTW,PAYNE,LandPlane,1,Piston
PL-1 Laminar,L,G,PL1,PAZMANY,LandPlane,1,Piston
PL-2,L,G,PL2,PAZMANY,LandPlane,1,Piston
PL-4,L,G,PL4,PAZMANY,LandPlane,1,Piston
PL-9 Stork,L,G,PL9,PAZMANY,LandPlane,1,Piston
Pegazair,L,G,PEGZ,TAPANEE,LandPlane,1,Piston
Tarragon,L,G,TARR,PELEGRIN,LandPlane,1,Piston
Bilouis,L,G,BILO,PENA,LandPlane,1,Piston
Capena,L,G,CPNA,PENA,LandPlane,1,Piston
Dahu,L,G,DAHU,PENA,LandPlane,1,Piston
Dieselis,L,G,DIES,PENNEC-LUCAS,LandPlane,1,Piston
P-10 Vega Gull,L,G,VGUL,PERCIVAL,LandPlane,1,Piston
P-44 Proctor,L,G,PROC,PERCIVAL,LandPlane,1,Piston
P-40 Prentice,L,G,PREN,PERCIVAL,LandPlane,1,Piston
P-57 Sea Prince,L,G,PRCE,PERCIVAL,LandPlane,2,Piston
E Mew Gull Replica,L,G,MGUL,PERCIVAL,LandPlane,1,Piston
Legend,L,G,LEGD,PERFORMANCE,LandPlane,1,Piston
Phenix,L,G,PHIX,PHENIX,Gyrocopter,1,Piston
E2E Speedtwin,L,G,ST1,SPEEDTWIN,LandPlane,2,Piston
Maverick,L,G,MVRK,PHOENIX (2),LandPlane,1,Piston
U-15 Phoenix,L,G,U15,PHOENIX AIR,LandPlane,1,Piston
M-12 Kasatik,L,G,KSTK,PHOENIX-AVIACOR,LandPlane,2,Piston
Gull,L,G,P136,TRECKER,Amphibian,2,Piston
P-148,L,G,P148,PIAGGIO,LandPlane,1,Piston
166,L,G,P66P,TRECKER,LandPlane,2,Piston
P-166DP1,L,G,P66T,PIAGGIO,LandPlane,2,Turboprop/Turboshaft
P-180 Avanti,L,G,P180,PIAGGIO,LandPlane,2,Turboprop/Turboshaft
P-1HH Hammerhead,L,,P1HH,PIAGGIO,LandPlane,2,Turboprop/Turboshaft
X-49 SpeedHawk,M,G,X49,SIKORSKY,Helicopter,2,Turboprop/Turboshaft
CP-90 Pinocchio 2,L,G,CP90,PIEL,LandPlane,1,Piston
CP-615 Super Diamant,L,G,CP60,PIEL,LandPlane,1,Piston
CP-760 Béryl,L,G,CP75,PIEL,LandPlane,1,Piston
CP-802 Zéphir,L,G,CP80,PIEL,LandPlane,1,Piston
CP-1320 Saphir,L,G,SAPH,PIEL,LandPlane,1,Piston
Pietenpol Aerial,L,G,PARL,ST. CROIX,LandPlane,1,Piston
PIK-11 Tumppu,L,G,PK11,PIK,LandPlane,1,Piston
PIK-15 Hinu,L,G,PK15,PIK,LandPlane,1,Piston
PIK-18 Sytky,L,G,PK18,PIK,LandPlane,1,Piston
PIK-21 Super Sytky,L,G,PK21,PIK,LandPlane,1,Piston
PIK-23 Towmaster,L,G,PK23,VALMET,LandPlane,1,Piston
PIK-25 Varttimarkka,L,G,PK25,PIK,LandPlane,1,Piston
PC-24,M,G,PC24,PILATUS,LandPlane,2,Jet
PC-21,L,G,PC21,PILATUS,LandPlane,1,Turboprop/Turboshaft
P-2,L,G,PP2,PILATUS,LandPlane,1,Piston
P-3,L,G,PP3,PILATUS,LandPlane,1,Piston
PC-6 Porter,L,G,PC6P,PILATUS,LandPlane,1,Piston
U-28,L,G,PC12,PILATUS,LandPlane,1,Turboprop/Turboshaft
108 Voyager,L,G,S108,STINSON,LandPlane,1,Piston
L-14 Cub Cruiser,L,G,J5,PIPER,LandPlane,1,Piston
J-2 Cub,L,G,J2,TAYLOR (1),LandPlane,1,Piston
J-4 Cub Coupe,L,G,J4,PIPER,LandPlane,1,Piston
2+2 Sportsman,L,G,PA14,WAGAERO,LandPlane,1,Piston
Wag-a-Bond,L,G,PA15,WAGAERO,LandPlane,1,Piston
PA-16 Clipper,L,G,PA16,PIPER,LandPlane,1,Piston
PA-17 Vagabond Trainer,L,G,PA17,PIPER,LandPlane,1,Piston
PA-20 Pacer,L,G,PA20,PIPER,LandPlane,1,Piston
PA-22 Tri-Pacer,L,G,PA22,PIPER,LandPlane,1,Piston
PA-24 Comanche,L,G,PA24,PIPER,LandPlane,1,Piston
PA-42-1000 Cheyenne 400,L,G,PAY4,PIPER,LandPlane,2,Turboprop/Turboshaft
PA-46R-350T Malibu Matrix,L,G,PA46,PIPER,LandPlane,1,Piston
PA-46-701TP M700 Fury,L,G,M700,PIPER,LandPlane,1,Turboprop/Turboshaft
PA-46-600TP M600,L,G,M600,PIPER,LandPlane,1,Turboprop/Turboshaft
Taurus Electro G4,L,G,PIT4,PIPISTREL,LandPlane,1,Electric
Alpha Electro,L,G,PIAE,PIPISTREL,LandPlane,1,Electric
Explorer,L,G,PIVI,PIPISTREL,LandPlane,1,Piston
Velis Electro,L,G,PIVE,PIPISTREL,LandPlane,1,Electric
Alpha Trainer,L,G,PIAT,PIPISTREL,LandPlane,1,Piston
Panthera,L,G,PIPA,PIPISTREL,LandPlane,1,Piston
Sinus,L,G,PISI,PIPISTREL,LandPlane,1,Piston
PCA-2,L,G,PCA2,PITCAIRN-CIERVA,Gyrocopter,1,Piston
MP-207 Busard,L,G,MP20,PLAN,LandPlane,1,Piston
Trener Baby,L,G,TRBA,PODESVA,LandPlane,1,Piston
TUL-03 Amigo,L,G,TUL3,PODESVA,LandPlane,1,Piston
Chico,L,G,CHIC,PODESVA,LandPlane,1,Piston
Bf-109G-2,L,G,BF19,PODESVA,LandPlane,1,Piston
Stearman,L,G,PSTM,PODESVA,LandPlane,1,Piston
I-15bis,L,G,I15B,POLIKARPOV,LandPlane,1,Piston
I-16,L,G,I16,POLIKARPOV,LandPlane,1,Piston
I-153,L,G,I153,POLIKARPOV,LandPlane,1,Piston
CP-65 Collegiate,L,G,CP65,PORTERFIELD,LandPlane,1,Piston
Risen,L,G,RISN,SWISS EXCELLENCE,LandPlane,1,Piston
600 Sauterelle,L,G,PO60,POTEZ,LandPlane,1,Piston
P-50 Bouvreuil,L,G,P50,POTTIER,LandPlane,1,Piston
P-60 Minacro,L,G,P60,POTTIER,LandPlane,1,Piston
P-70,L,G,P70,POTTIER,LandPlane,1,Piston
P-80,L,G,P80,POTTIER,LandPlane,1,Piston
P-100,L,G,P100,POTTIER,LandPlane,1,Piston
P-130 Bleu Citron,L,G,P130,POTTIER,LandPlane,1,Piston
P-170,L,G,PT70,POTTIER,LandPlane,1,Piston
P-180,L,G,PT80,POTTIER,LandPlane,1,Piston
P-230 Panda,L,G,P230,POTTIER,LandPlane,1,Piston
P-270 Amster,L,G,P270,POTTIER,LandPlane,1,Piston
P-250 Xerus,L,,P250,POTTIER,LandPlane,1,Piston
P-70 Acey Deucy,L,G,ACED,POWELL,LandPlane,1,Piston
Sprite,L,G,SPRT,PRACTAVIA,LandPlane,1,Piston
Pusher,L,G,PUSH,PRESCOTT,LandPlane,1,Piston
Rally,L,G,SGRA,STORMAIRCRAFT,LandPlane,1,Piston
T-Explorer,L,G,PRXT,PRIVATE EXPLORER,LandPlane,1,Turboprop/Turboshaft
Private Explorer,L,G,PREX,PRIVATE EXPLORER,LandPlane,1,Piston
Privateer,L,G,PVTR,PRIVATEER,Amphibian,1,Turboprop/Turboshaft
Rysachok,L,G,RYSA,TECHNOAVIA,LandPlane,2,Turboprop/Turboshaft
SeaRey,L,G,SREY,PROGRESSIVE AERODYNE,Amphibian,1,Piston
PT-2 Sassy,L,G,SASY,PROTECH,LandPlane,1,Piston
KIS TR-1,L,G,KIS2,TRI-R,LandPlane,1,Piston
KIS TR-4 Cruiser,L,G,KIS4,TRI-R,LandPlane,1,Piston
Elster,L,G,ELST,PUTZER,LandPlane,1,Piston
M-28 Bryza (PT6A engines),L/M,G,M28,PZL-MIELEC,LandPlane,2,Turboprop/Turboshaft
M-15 Belphegor,L,G,M15,PZL-MIELEC,LandPlane,1,Jet
M-21 Dromader Mini,L,G,M21,PZL-MIELEC,LandPlane,1,Piston
M-24 Dromader Super,L,G,M24,PZL-MIELEC,LandPlane,1,Piston
M-26 Iskierka,L,G,M26,PZL-MIELEC,LandPlane,1,Piston
TS-8 Bies,L,G,TS8,PZL-MIELEC,LandPlane,1,Piston
TS-11 Iskra,L,G,TS11,PZL-MIELEC,LandPlane,1,Jet
PZL-102 Kos,L,G,PZ02,PZL-OKECIE,LandPlane,1,Piston
PZL-104M Wilga 2000,L,G,PZ4M,PZL-OKECIE,LandPlane,1,Piston
PZL-106BS Kruk,L,G,PZ06,PZL-OKECIE,LandPlane,1,Piston
PZL-106BT Turbo Kruk,L,G,PZ6T,PZL-OKECIE,LandPlane,1,Turboprop/Turboshaft
PZL-112 Koliber Junior,L,G,PZ12,PZL-OKECIE,LandPlane,1,Piston
PZL-130 Orlik,L,G,PZ3T,PZL-OKECIE,LandPlane,1,Turboprop/Turboshaft
Yak-12,L,G,YK12,YAKOVLEV,LandPlane,1,Piston
W-3 Gluszec,L,G,W3,PZL-SWIDNIK,Helicopter,2,Turboprop/Turboshaft
AW-009,L,G,PSW4,PZL-SWIDNIK,Helicopter,1,Turboprop/Turboshaft
CQR-01,L,G,QR01,QUERCY,LandPlane,1,Piston
Spirit,L,G,SPIR,QUESTAIR,LandPlane,1,Piston
Quickie,L,G,QUIC,QUICKIE,LandPlane,1,Piston
Quickie Q200,L,G,QIC2,QUICKIE,LandPlane,1,Piston
Glass Goose,L,G,GOOS,QUIKKIT,Amphibian,1,Piston
Windex,L,G,WDEX,WINDEXAIR,LandPlane,1,Piston
SE-5A Replica,L,G,SE5A,RAF,LandPlane,1,Piston
RW-19 Stork,L,G,RW19,RAGWING,LandPlane,1,Piston
RW-20 Stork,L,G,RW20,RAGWING,LandPlane,1,Piston
RW-22 Tiger Moth,L,G,RW22,RAGWING,LandPlane,1,Piston
RW-26 Special 2,L,G,RW26,RAGWING,LandPlane,1,Piston
Cheetah,L,G,CTAH,RAINBOW SKYREACH,LandPlane,1,Piston
BushCat,L,G,BUSH,RAINBOW SKYREACH,LandPlane,1,Piston
X-AIR Hawk,L,G,XA85,RAJ HAMSA,LandPlane,1,Piston
X-AIR Falcon,L,G,XAIR,RAJ HAMSA,LandPlane,1,Piston
KR-1,L,G,KR1,RAND,LandPlane,1,Piston
KR-2,L,G,KR2,RAND,LandPlane,1,Piston
S-6 Coyote 2,L,G,COY2,RANS,LandPlane,1,Piston
S-7 Courier,L,G,CRER,RANS,LandPlane,1,Piston
S-10 Sakota,L,G,SAKO,RANS,LandPlane,1,Piston
S-11 Pursuit,L,G,PURS,RANS,LandPlane,1,Piston
S-12 Super Airaile,L,G,RS12,RANS,LandPlane,1,Piston
S-16 Shekari,L,G,SHEK,RANS,LandPlane,1,Piston
S-19 Venterra,L,G,VTRA,RANS,LandPlane,1,Piston
S-20 Raven,L,G,RS20,RANS,LandPlane,1,Piston
S-21 Outbound,L,G,RS21,RANS,LandPlane,1,Piston
S-18 Stinger 2,L,G,STG2,RANS,LandPlane,1,Piston
Ravin 300,L,G,RAV3,RAVIN,LandPlane,1,Piston
Ravin 500,L,G,RAV5,RAVIN,LandPlane,1,Piston
2000 Ken-Royce,L,G,KERO,REARWIN,LandPlane,1,Piston
6000 Speedster,L,G,SPDR,REARWIN,LandPlane,1,Piston
8135 Cloudster,L,G,CLDS,REARWIN,LandPlane,1,Piston
Pony,L,G,PONY,REDA,Amphibian,1,Piston
DH-2,L,G,RDH2,REDFERN,LandPlane,1,Piston
Nieuport 24,L,G,NPOR,REDFERN,LandPlane,1,Piston
WLAC-1 White Lightning,L,G,WHIL,WHITE LIGHTNING,LandPlane,1,Piston
Q-01,L,G,Q01,REINER STEMME,LandPlane,1,Piston
XA-42,L,G,XA42,XTREMEAIR,LandPlane,1,Piston
Remos GX,L,G,GX,STEMME,LandPlane,1,Piston
G-3 Mirage,L,G,G3,REMOS,LandPlane,1,Piston
SE-5A Replica,L,G,SE5R,REPLICA PLANS,LandPlane,1,Piston
P-47 Thunderbolt,M,G,P47,REPUBLIC,LandPlane,1,Piston
RC-3 Seabee,L,G,RC3,REPUBLIC,Amphibian,1,Piston
Voyager-500,L,,V500,REVOLUTION (1),Helicopter,1,Piston
Fantrainer,L,G,FANT,RTAF,LandPlane,1,Turboprop/Turboshaft
FL-1 Fanliner,L,G,FANL,RHEIN,LandPlane,1,Piston
RW-3 Multoplane,L,G,RW3,RHEIN-WEST-FLUG,LandPlane,1,Piston
Super Breezy,L,G,RLU1,YAKIMA AEROSPORT,LandPlane,1,Piston
ATL,L,G,ATL,ROBIN,LandPlane,1,Piston
DR-400 Ecoflyer,L,G,DR40,ROBIN,LandPlane,1,Piston
HR-100 Tiara,L,G,HR10,ROBIN,LandPlane,1,Piston
R-200,L,G,HR20,ROBIN,LandPlane,1,Piston
R-3140,L,G,R300,ROBIN,LandPlane,1,Piston
R-1180 Aiglon,L,G,R100,ROBIN,LandPlane,1,Piston
R-66,L,G,R66,ROBINSON,Helicopter,1,Turboprop/Turboshaft
R-44 Raven,L,G,R44,ROBINSON,Helicopter,1,Piston
Krähe,L,G,KRAH,ROCK,LandPlane,1,Piston
B-1 Lancer,H,C,B1,ROCKWELL,LandPlane,4,Jet
Beta,L,G,BETA,ROLLASON,LandPlane,1,Piston
RAF-2000,L,G,RAF2,ROTARY AIR FORCE,Gyrocopter,1,Piston
Sea Panther,L,G,PANT,ROTEC,LandPlane,1,Piston
HeliSmart,L,G,HSMT,ROTORSMART,Helicopter,1,Piston
Cloud Dancer 2,L,G,CLD2,ROTORTEC,Gyrocopter,1,Piston
A-600 Talon,L,G,A600,ROTORWAY,Helicopter,1,Piston
Eagle 300T,L,G,EGL3,ROTORWAY,Helicopter,1,Turboprop/Turboshaft
JetExec,L,G,EXEJ,ROTORWAY,Helicopter,1,Turboprop/Turboshaft
Scorpion,L,G,SCOR,ROTORWAY,Helicopter,1,Piston
RTAF-4 Chandra,L,G,RTA4,RTAF,LandPlane,1,Piston
R-12 Vimana,L,G,R12,RUPERT,LandPlane,1,Piston
VimanaSteel,L,G,RVST,RUPERT,LandPlane,1,Piston
R-11,L,G,R11,RUPERT,LandPlane,1,Piston
R-90-230RG,L,G,R90R,RUSCHMEYER,LandPlane,1,Piston
R-90-230FG,L,G,R90F,RUSCHMEYER,LandPlane,1,Piston
R-90-420AT,L,G,R90T,RUSCHMEYER,LandPlane,1,Turboprop/Turboshaft
33 VariEze,L,G,VEZE,RUTAN,LandPlane,1,Piston
40 Defiant,L,G,DEFI,RUTAN,LandPlane,2,Piston
61 Long-EZ,L,G,LGEZ,RUTAN,LandPlane,1,Piston
151 Ares,L,G,ARES,SCALED,LandPlane,1,Jet
202 Boomerang,L,G,BOOM,RUTAN,LandPlane,2,Piston
281 Proteus,L,G,PRTS,SCALED,LandPlane,2,Jet
32 VariViggen,L,G,VVIG,RUTAN,LandPlane,1,Piston
339 Space Ship Two,M,,SS2,SCALED,LandPlane,1,Rocket
348 White Knight Two,M,D,WHK2,SCALED,LandPlane,4,Jet
YPT-16,L,G,RYST,RYAN,LandPlane,1,Piston
ST-3KR Recruit,L,G,PT22,RYAN,LandPlane,1,Piston
J29,M,G,SB29,SAAB,LandPlane,1,Jet
J32 Lansen,M,G,SB32,SAAB,LandPlane,1,Jet
Sk35 Draken,M,G,SB35,SAAB,LandPlane,1,Jet
Sk37 Viggen,M,F,SB37,SAAB,LandPlane,1,Jet
JAS39D Gripen D,M,,SGCD,SAAB,LandPlane,1,Jet
Sk60,L,G,SB05,SAAB,LandPlane,2,Jet
SF-340,M,F,SF34,SAAB-FAIRCHILD,LandPlane,2,Turboprop/Turboshaft
2000,M,F,SB20,SAAB,LandPlane,2,Turboprop/Turboshaft
F-39F Gripen F,M,,SGEF,SAAB,LandPlane,1,Jet
A-22 Piranha,L,G,A22,SADLER,LandPlane,1,Piston
Vampire,L,G,SAVA,SADLER,LandPlane,1,Piston
V-53,L,G,UT75,UTVA,LandPlane,1,Piston
S-15 Patroller,L,,S15U,STEMME,LandPlane,1,Piston
KZ-2 Traener,L,G,KZ2,SAI (1),LandPlane,1,Piston
KZ-3,L,G,KZ3,SAI (1),LandPlane,1,Piston
KZ-4,L,G,KZ4,SAI (1),LandPlane,2,Piston
KZ-7 Laerke,L,G,KZ7,SAI (1),LandPlane,1,Piston
KZ-8,L,G,KZ8,SAI (1),LandPlane,1,Piston
G-97 Spotter,L,G,G97,SAI (2),LandPlane,1,Piston
Raz-Mut,L,G,RAZM,SAINT GERMAIN,LandPlane,1,Piston
Skyhopper,L,G,SHOP,SALVAY-STARK,LandPlane,1,Piston
Sam,L,G,SAM,SAM AIRCRAFT,LandPlane,1,Piston
R-02 Robert,L,G,R2,SAU,SeaPlane,1,Piston
P-6E Replica,L,G,SP6E,SAUSER,LandPlane,1,Piston
351 Stratolaunch,H,Z,SLCH,SCALED,LandPlane,6,Jet
355 Firebird,L,G,S355,SCALED,LandPlane,1,Piston
400 Swift,L,G,SWFT,SCALED,LandPlane,1,Jet
401 Sierra,L,G,S401,SCALED,LandPlane,1,Jet
SF-23 Sperling,L,G,SF23,SCHEIBE,LandPlane,1,Piston
SF-24 Motorspatz,L,G,SF24,SCHEIBE,LandPlane,1,Piston
SF-28 Tandem Falke,L,G,SF28,SCHEIBE,LandPlane,1,Piston
SF-35,L,G,SF35,SCHEIBE,LandPlane,1,Piston
SF-36,L,G,SF36,SCHEIBE,LandPlane,1,Piston
ASK-14,L,G,AS14,SCHLEICHER,LandPlane,1,Piston
ASK-16,L,G,AS16,SCHLEICHER,LandPlane,1,Piston
S-333,L,G,S330,SIKORSKY,Helicopter,1,Turboprop/Turboshaft
SA-2-37 Condor,L,G,SA37,SCHWEIZER,LandPlane,1,Piston
RU-38A Twin Condor,L,G,SA38,SCHWEIZER,LandPlane,2,Piston
TG-7,L,G,SG37,SCHWEIZER,LandPlane,1,Piston
TSC-1 Teal,L,G,TEAL,THURSTON,Amphibian,1,Piston
